Obj1_Feat1,Obj1_Feat2,Obj1_Feat3,Obj1_Feat4,Obj1_Feat5,Obj1_Feat6,Obj1_Feat7,Obj1_Feat8,Obj1_Feat9,Obj1_Feat10,Obj1_Feat11,Obj1_Feat12,Obj2_Feat1,Obj2_Feat2,Obj2_Feat3,Obj2_Feat4,Obj2_Feat5,Obj2_Feat6,Obj2_Feat7,Obj2_Feat8,Obj2_Feat9,Obj2_Feat10,Obj2_Feat11,Obj2_Feat12,Collision
0,1,4,1,2,1,C,14.250397008237092,31.18594804925815,D,0,B,1,0,3,0,5,2,A,2.7004568886363045,90.64972019226295,B,1,C,Нет
0,1,1,1,4,5,C,32.4708299777961,2.1126673559501707,A,0,C,0,1,1,0,5,2,C,29.229779565312985,78.31354396225031,D,0,B,Нет
0,1,2,1,5,3,D,8.150876873396873,32.49725286318888,A,1,B,0,1,2,0,3,2,C,68.38416229762456,68.08382899412861,B,1,B,Нет
1,1,1,0,4,3,A,73.44216806250915,0.44163091172099156,D,1,A,0,0,3,1,3,4,C,58.278793369649954,54.144257736660016,C,1,C,Нет
1,1,1,0,4,2,A,9.070297324564436,48.69108688701864,C,0,D,0,0,2,1,5,3,B,84.46091645447467,7.249445131621634,C,0,D,Нет
0,1,5,0,5,3,A,18.2990640541983,25.129556894842754,C,1,D,1,1,2,1,3,1,D,4.060429643824537,7.065711969420696,D,1,A,Нет
1,0,1,1,1,5,C,43.28466380186741,6.859797277890811,B,0,A,0,1,5,1,3,5,C,26.15866572641593,98.99827658377846,B,1,A,Нет
1,0,5,1,5,1,A,42.05360747055645,90.66378858009672,C,0,D,1,1,1,0,2,5,A,50.445773986666474,30.932551346161762,B,0,B,Нет
1,1,4,1,1,1,C,96.31052140990333,66.23197930060763,A,1,C,0,1,5,0,5,2,C,52.81174798850664,4.976320928330669,B,1,C,Нет
1,0,3,1,2,4,B,39.32344007477499,59.177347066773535,B,0,B,1,1,3,0,5,2,B,97.57640107152238,34.49991404845856,D,0,D,Нет
1,0,4,1,1,2,D,26.479358265556275,66.53260237111212,D,0,D,1,0,1,0,4,4,B,68.51204079408916,23.849729744593496,D,0,B,Нет
1,1,5,0,5,5,C,59.75185319379619,26.78385181866623,A,0,D,0,1,5,1,4,3,A,26.4683947824918,0.6053349914016959,A,1,C,Нет
0,0,1,0,5,5,D,64.6484648703534,29.8811635773517,C,1,D,0,0,2,1,3,4,D,31.824904381402842,24.497759216956183,B,1,C,Нет
0,1,1,0,5,1,A,9.69799885508218,62.124520150548356,C,1,C,0,1,2,0,4,3,C,12.465438769352122,45.6311707845647,D,1,B,Нет
0,1,3,0,3,5,B,23.33572099168674,12.688927053158672,C,1,C,1,0,1,1,2,1,B,72.1104049408735,44.758009795352216,A,0,D,Нет
1,0,3,1,2,5,B,54.32126362491072,72.14672172323593,B,0,D,0,0,5,0,3,4,D,57.22278119014981,24.250370223289863,D,0,D,Нет
1,1,1,0,1,5,A,16.733267016958997,48.05799281550789,D,1,C,0,1,1,1,4,2,C,57.684464381885824,83.55375541550075,C,0,A,Нет
1,1,5,1,5,1,C,37.61113851087162,14.780259050413736,A,1,A,1,1,5,1,4,4,A,97.236714060311,21.7483995511915,B,0,C,Нет
0,1,2,0,2,4,C,81.76562681303233,78.95891386911373,A,1,B,1,1,4,0,2,3,A,88.97852245640287,14.874644263146086,C,0,C,Нет
0,0,3,1,2,2,B,34.85908192999364,86.92564032747539,C,1,A,1,0,4,1,3,2,A,5.0217238087927445,36.779155331574984,C,1,B,Нет
1,0,3,0,1,2,D,49.83533601398095,39.06002864931509,D,0,D,0,0,5,1,2,3,D,17.772289165079346,62.88250802468346,B,1,C,Нет
0,1,4,1,4,5,C,1.8356827026056788,59.985208008624355,B,0,A,1,0,3,1,4,5,B,82.4036909004318,66.65856024770324,B,1,A,Нет
0,0,5,1,1,3,B,84.22183032830924,47.20135301213969,B,0,D,0,1,2,1,4,3,B,97.88447581132971,69.88002008647135,C,0,B,Нет
0,0,3,0,3,5,B,19.08412665822956,18.210927222328287,D,0,C,0,1,4,1,2,3,D,58.75482004860966,21.621553757315347,A,1,C,Нет
1,1,2,0,3,2,C,85.6394706700154,36.605222433997234,C,0,A,1,0,2,0,2,5,C,49.96906514393169,42.94710057432487,D,0,C,Нет
1,0,1,1,4,5,A,97.32988889294579,23.114090850302205,B,1,C,1,0,2,1,2,3,B,24.50601712051582,15.930396888395105,D,0,C,Нет
1,1,5,1,2,1,B,39.84733938310714,93.3757170510928,D,0,A,0,1,4,1,4,3,C,22.724161506628036,89.85712820192387,B,1,B,Нет
0,1,1,0,4,4,B,14.841186125078043,41.81539958410625,D,1,A,0,1,3,1,3,3,B,5.934541645025226,53.96571064487079,C,1,B,Нет
0,0,3,0,4,1,D,80.86357649349726,4.52852097881552,B,0,D,1,0,4,1,4,5,D,13.271055289385703,35.94565155023659,D,0,D,Нет
1,0,5,0,2,2,A,86.65261743252645,0.402515959183003,B,1,D,0,1,3,0,2,4,A,73.53966926589783,27.061077501271193,D,1,A,Нет
1,0,1,0,3,4,C,7.9644313818466035,92.84038674405546,D,1,D,0,0,3,0,4,3,D,84.91910008949316,33.19512364212206,B,1,B,Нет
1,0,5,1,4,3,A,96.23017092184617,98.06660101581068,D,0,B,0,0,1,1,2,2,C,95.51422333116169,90.79116963256168,B,1,A,Нет
1,1,4,0,2,5,A,77.4209385445344,10.343537568914762,A,1,D,1,1,1,0,3,4,D,8.104026827492817,88.75411998924318,C,1,C,Нет
1,0,4,1,5,3,C,96.63706154330438,23.464494425106064,C,1,C,0,1,2,1,1,4,D,28.909241300528553,76.09356535873272,C,1,B,Нет
0,0,5,1,2,1,A,19.210827529640184,93.73668765341804,D,1,C,1,1,4,0,2,2,B,8.752876117265584,93.76047009936957,B,0,A,Нет
1,0,1,1,5,1,D,82.43414653373064,61.04239587274793,A,0,C,1,1,1,1,4,3,D,66.59183419751695,49.61792583879967,B,0,A,Нет
0,0,2,0,2,2,C,25.557370907979216,42.680732621954085,B,1,B,1,1,2,1,2,5,A,44.6178384479873,36.42114974826329,D,1,B,Нет
1,0,2,1,2,3,D,46.830958979667436,45.93446738612117,D,1,A,1,1,2,1,4,5,D,26.24429372961099,77.13239561771177,B,1,C,Нет
0,1,4,0,5,4,D,2.648169274543044,20.721431072224373,D,0,D,1,0,5,1,4,1,D,98.0402192503184,35.44957896361959,D,1,D,Нет
1,0,4,0,3,1,A,67.02619120894701,33.32760692940533,B,0,A,1,0,2,1,2,5,B,10.303087069223714,16.115040663801228,B,0,A,Нет
0,1,1,0,3,1,D,56.48903695075702,74.55497977001475,B,1,A,0,0,1,0,1,4,D,42.224178174920524,43.61875207278075,A,1,C,Нет
1,0,4,0,5,4,D,20.443779673874896,66.52110546036329,C,1,C,0,0,5,1,4,2,D,38.958482467390866,90.70786053473533,A,0,C,Нет
0,1,2,1,1,2,C,15.684221350740401,86.39173117877228,B,1,A,1,0,1,0,5,3,D,49.081379316938744,95.47505020529712,A,1,C,Нет
0,1,1,1,3,5,D,68.6016175469285,35.68964476212414,A,1,C,0,1,4,1,5,1,C,89.55702212983996,4.715969856278135,D,0,C,Нет
1,0,2,1,4,3,C,8.103087774428698,23.50136622203276,B,0,A,1,1,5,0,1,4,A,71.93909993748643,56.79235555709968,C,1,D,Нет
1,1,5,0,3,1,A,98.24230231684436,55.22715270806226,C,1,A,0,0,3,1,2,1,D,78.24365730478836,18.02131601388056,D,0,B,Нет
1,0,2,1,5,5,C,7.335117646989408,79.119273038574,B,0,A,1,1,1,1,5,4,C,88.02241118853043,89.99164709553713,A,1,C,Нет
0,0,2,0,2,5,D,2.219929051638847,26.501914836596285,C,0,B,1,1,2,0,1,3,B,9.651687205628868,64.443600012293,C,0,A,Нет
0,1,1,1,2,2,A,80.97374917628063,30.340277671971204,D,0,A,0,1,3,1,1,5,B,90.03713110390242,49.17159972304248,B,0,A,Нет
1,1,3,0,3,5,B,53.750653503206635,56.54384032627341,C,0,C,0,0,4,1,1,2,D,88.70395783974224,71.3274740146992,D,1,A,Нет
0,0,1,1,4,3,C,7.6326847609462405,6.862875538141521,B,0,B,0,1,3,0,4,4,B,11.362826758866484,92.79638619792728,C,0,A,Нет
0,0,2,1,5,3,A,13.747270913754384,69.89841232137502,B,1,A,0,0,1,0,1,1,C,19.15368668698929,9.908749555838991,D,0,A,Нет
0,0,4,0,5,2,C,91.10832450517763,77.85921615794693,D,0,C,0,1,4,0,5,1,C,70.49349796592817,87.60044683029966,D,1,B,Да
1,1,3,1,4,2,D,94.95577489477537,6.061635406223265,C,1,B,0,1,1,1,3,1,C,52.79793889244747,43.27016287299509,B,1,C,Нет
0,1,3,1,5,1,C,87.62153273501787,84.65247875117305,A,1,D,1,1,2,1,5,5,D,58.00734086720446,76.34279737772266,A,1,A,Нет
1,0,3,1,3,5,D,57.305310032002765,68.99696156013403,D,1,D,1,1,1,0,5,5,A,65.8031201273048,62.947713657391446,B,0,C,Нет
1,1,4,0,1,4,B,41.661884916934774,75.57609927495619,B,1,B,0,0,3,0,5,1,C,85.25357591058949,13.904282765965604,D,0,B,Нет
0,1,4,0,5,4,B,42.01572141329051,19.567695855028134,B,0,A,0,0,4,1,3,3,C,96.78407452590666,74.19269641788846,D,0,D,Нет
0,0,5,0,3,2,C,67.9106162596155,27.92709188766438,C,1,B,0,0,3,0,3,4,A,75.50414348168138,39.61709556423039,C,0,C,Нет
0,1,5,1,3,2,D,52.27241395580552,50.19646890782293,A,0,B,1,0,4,1,1,3,A,98.78607410033459,80.30735883724495,D,1,C,Нет
0,0,2,1,1,5,C,98.44430597148003,68.5926809385856,C,1,A,0,1,3,1,5,1,B,7.6625833763294455,24.623540339434978,D,1,A,Нет
1,0,3,1,5,4,C,16.830543938551777,33.9963967808401,A,0,A,0,0,4,0,5,3,C,76.47874044673902,12.273786016908572,D,1,B,Нет
1,0,3,0,2,3,A,98.00426144392365,43.884990001178735,B,1,D,0,1,1,0,4,5,A,43.7179210927361,42.75582981867279,A,1,D,Нет
1,0,5,0,1,1,D,32.003068350670716,10.97840170623703,B,0,A,0,0,3,0,3,2,B,87.444903670266,0.13607569704636724,C,0,B,Нет
0,1,2,1,3,4,C,4.613341420047757,59.345173317048946,A,1,C,1,1,5,1,1,4,B,9.647010470434104,61.0492086746636,C,1,A,Нет
0,0,5,1,3,2,A,97.80806023148135,70.39651770961012,D,0,B,1,0,2,0,2,1,B,74.97018283073844,32.755345987411786,B,1,C,Нет
0,1,4,0,2,2,A,67.2634913269366,45.02911846087802,B,0,D,0,1,3,0,4,4,B,23.83302786659757,7.311538828735498,D,0,D,Нет
1,0,4,1,3,3,A,16.903536289207477,49.083778860822555,D,0,C,0,0,5,1,4,1,B,11.488259517143707,2.200465062056678,B,1,C,Нет
1,1,4,1,3,5,D,68.02914371383139,2.1171465927964372,D,0,C,1,1,3,1,4,4,C,65.23653298934184,60.88512385536469,A,0,C,Нет
1,0,2,0,2,3,B,7.075564021982162,77.52153573322845,C,1,C,0,1,2,0,2,2,D,41.883220750037985,8.527242912961697,D,0,D,Нет
1,1,3,1,1,1,B,74.07495814516005,1.4517956240195584,D,0,D,1,0,2,1,2,3,B,1.0564149180098847,57.31185567548006,C,0,C,Нет
1,0,4,1,4,5,D,78.65804661914176,96.20639141408631,C,0,C,1,1,2,0,4,2,A,66.7502066352918,18.807449438449776,C,0,B,Нет
0,0,1,0,4,4,B,84.88250123266756,19.603589427689116,C,1,D,0,0,2,0,2,4,D,18.3876818327131,51.84372599034719,A,0,D,Нет
0,1,1,0,3,5,B,74.6990219499383,4.26311166904374,C,0,C,0,1,3,0,5,4,B,58.34642482214423,16.29216683201138,A,1,B,Нет
0,0,2,0,1,2,C,33.39624189507521,72.8931315943466,D,0,A,0,1,2,1,3,4,A,77.7100491167012,23.766291719527178,D,1,B,Нет
1,0,4,1,1,5,C,4.614073408701969,47.54583926954447,B,0,C,0,0,1,1,5,4,A,78.87410391685866,99.99562549873058,C,1,D,Нет
0,0,4,0,4,3,D,17.704674661714158,51.069515443788106,C,1,D,1,1,4,0,2,4,A,10.832715933671889,68.76614613027193,B,0,A,Нет
1,1,1,1,3,1,C,41.751168699763085,8.350730290844055,D,1,D,1,0,1,0,1,4,B,53.36816361297859,58.47841744220328,A,0,C,Нет
1,1,5,1,2,3,B,68.74656232147669,64.1766557723147,A,1,C,1,0,1,1,3,5,C,14.82305020940916,61.4757642700108,A,0,C,Нет
0,0,3,0,2,2,B,14.273985520237442,95.86954747152929,C,1,B,0,1,5,0,1,3,A,90.62554187608661,23.153740624322218,C,0,B,Нет
1,1,4,0,2,5,B,96.12203428227446,11.05755322032227,D,0,D,1,1,5,1,1,3,C,60.755667480999584,88.21137641932413,C,1,D,Нет
0,1,1,0,1,5,A,89.59633086155532,73.45019742925422,C,1,C,1,0,1,0,4,1,D,3.0706626389521596,46.19479253732342,D,1,B,Нет
0,0,3,0,1,3,B,93.72619979346072,78.43807153452137,D,0,D,0,1,5,1,1,4,B,37.516301105720785,47.3356310885833,B,1,C,Нет
1,0,5,0,3,1,B,5.554491393809402,97.67015888670846,A,1,D,0,1,2,1,3,1,C,37.253808903325634,96.00902147836352,D,0,C,Нет
0,1,5,0,4,4,D,1.6625903359220762,64.5825670789116,C,0,C,1,0,5,0,2,2,B,63.67814040996627,48.2615969202374,C,0,C,Нет
0,0,3,0,3,2,D,14.562438772410646,68.01603026223138,D,1,C,1,0,4,0,2,4,C,91.75373483853825,58.024006145769114,C,0,B,Нет
1,1,4,0,4,1,C,35.868027456941185,23.072551298417576,C,0,C,0,0,5,1,5,3,D,69.96058068078423,41.21714239501757,A,0,C,Нет
0,0,3,0,1,4,A,56.60136267355797,36.62089927951325,A,1,C,0,1,4,1,3,2,B,11.055899164565275,88.52109836991421,D,1,C,Нет
1,0,3,0,3,5,B,86.49373454088263,46.49362002243985,A,0,A,1,1,3,1,2,4,B,1.6504967533158998,42.340641203879926,B,0,C,Нет
1,0,2,0,5,2,D,18.206411939506573,63.299647905400846,D,1,A,0,0,4,0,3,5,B,91.6325028343347,96.07609346368594,C,1,D,Нет
0,0,2,0,3,3,B,53.31886589458582,33.857680963756984,D,1,A,1,0,3,0,2,1,C,79.5540230150456,25.120474517332426,A,0,B,Нет
1,0,4,1,4,4,B,85.11009341096322,99.00660581644513,A,1,D,1,1,4,0,4,5,C,35.67238079346522,58.63275349662883,D,0,C,Нет
0,1,2,0,2,5,C,4.7683830686790385,77.2779558623919,D,1,B,0,0,3,0,2,1,A,44.83686264371728,50.73528858976988,D,1,A,Нет
0,0,2,0,4,4,D,32.21119827344019,95.9475845595404,C,0,B,1,1,2,0,4,5,B,28.820494588281143,61.70492240081178,B,1,D,Нет
1,0,5,0,5,4,A,67.48889053002345,65.88029804918796,B,0,A,0,0,3,1,1,1,D,16.273006499616848,53.52251637924085,B,1,C,Нет
0,1,3,1,4,2,A,0.6795452822882964,84.94495586730298,D,1,B,0,1,5,0,5,5,C,89.65000723815817,12.822054561246322,B,0,C,Нет
1,1,5,0,2,4,B,66.94407316090968,98.8787825377582,C,1,B,1,0,2,1,2,1,A,45.33026560607178,2.2096451795684646,A,0,D,Нет
1,1,5,0,1,5,D,94.68270253113843,86.71451495942229,A,1,C,0,0,5,1,3,5,A,9.956523610603284,7.913657377126548,A,0,B,Нет
1,0,3,0,5,5,C,5.7812274434616455,4.857287294747891,B,1,A,0,0,1,0,5,3,B,9.097218313258082,34.19337819688829,A,0,B,Нет
1,0,3,1,1,5,B,65.45150425234296,82.06281183388315,B,1,A,1,0,5,0,4,3,B,74.21305679448565,20.953666921623547,B,1,D,Нет
1,0,5,0,1,1,A,13.812220162556022,94.3489964867777,C,1,B,1,0,5,0,3,2,D,73.97765184159282,36.228296800866666,A,1,C,Нет
0,1,5,0,1,1,A,57.89130827634767,89.654832426749,B,0,B,1,1,4,0,2,5,B,31.755936117162786,38.85076017288692,A,1,A,Нет
0,0,3,0,4,2,B,47.17211021342239,25.724693952303458,B,1,A,1,0,1,1,3,2,C,49.272702403406576,45.36252129656837,C,0,D,Нет
0,1,4,0,5,1,B,49.19264725297631,0.7301081784812369,A,0,B,1,0,4,0,3,3,A,4.182718102720018,22.802774172932395,D,0,C,Нет
0,0,4,1,5,4,B,95.91750851789143,36.20492464842344,C,0,B,0,1,3,0,2,4,B,16.844978997207626,18.12947498510711,C,0,D,Нет
1,1,2,0,3,4,D,83.4509687218406,31.585325780160854,C,1,B,0,0,5,0,5,2,A,49.75985100454028,67.05066911349218,C,0,C,Нет
0,0,5,0,5,2,D,63.19204780203891,83.89611241143407,C,0,B,0,0,3,0,4,1,C,18.78588335879624,14.37567544039753,B,0,B,Нет
0,0,4,0,2,3,C,78.27754909293762,17.221411087263803,C,0,B,0,1,1,1,3,1,B,61.2356554360273,25.60368587147974,A,0,B,Нет
1,0,5,1,2,3,D,97.72175069646342,64.85306332905483,B,1,D,1,1,2,0,4,1,D,16.996909388880432,57.77485290145189,B,0,D,Нет
0,1,2,0,1,4,A,61.274220684676706,54.72478120594209,A,1,B,0,0,2,1,2,4,B,55.74427883520946,1.356790126645524,D,0,B,Нет
0,1,2,1,1,3,D,75.34116227955627,71.35513542994764,B,1,A,0,1,3,0,4,4,B,6.3853364028333415,3.6853653602698766,B,0,B,Нет
0,0,3,1,2,1,C,69.346565340824,89.47071141331786,D,0,B,0,0,3,0,2,2,A,32.9626151705231,71.72489956123368,B,1,C,Нет
1,0,4,1,3,3,D,62.282621574945594,54.12063697817364,B,0,A,0,0,1,1,2,4,D,32.26755393452313,5.58209121633314,A,0,B,Нет
1,1,4,1,5,5,B,53.56946371446858,1.7075214443375564,D,0,A,0,1,5,0,4,4,B,98.47399485335437,71.98884990503392,A,0,B,Нет
0,0,5,1,5,1,A,77.86367745229107,1.8961791751515356,A,0,D,0,1,1,0,5,1,C,35.85883597384662,87.60616774992556,C,0,D,Нет
0,1,3,0,1,4,B,6.316720953834332,25.00583731044751,A,1,B,0,0,5,0,4,3,B,56.406502785585545,43.40017017999601,A,0,A,Нет
0,1,4,0,3,5,A,98.6930312062227,61.42719672097257,D,1,A,1,0,1,1,1,1,A,25.44928316753643,50.03924259651041,C,1,C,Нет
1,1,4,0,3,4,B,21.5918173549032,96.99045459429861,C,1,B,0,1,3,1,5,3,C,19.213764960955395,62.30396701608242,B,1,D,Нет
0,1,1,0,3,5,A,6.324953132541699,30.392487655968935,D,0,A,0,0,1,0,3,5,A,28.97666464338173,29.998433555069546,C,1,D,Да
0,1,2,0,5,3,B,74.77303424978815,75.9008577438002,D,1,C,1,0,2,1,1,5,C,85.86488631904496,80.62712187690127,B,0,A,Нет
1,1,4,1,3,4,C,55.26512256454671,46.664428482915,D,0,D,0,1,1,1,2,2,A,32.23599720599112,42.77534626457289,A,1,A,Нет
0,1,3,1,1,4,B,55.06370309133272,21.568228742654938,D,0,B,0,1,2,1,4,2,D,2.5418155357159744,23.143805637262858,D,1,D,Нет
0,0,5,0,4,2,B,89.11783490086142,9.262953291706,C,0,A,0,1,2,1,5,4,D,34.27792830531824,32.67132462718283,A,1,A,Нет
0,0,3,0,1,3,B,42.05145100219939,91.90383994898416,A,1,D,0,0,4,1,2,1,C,17.20397201711946,8.432333525438995,D,1,D,Нет
0,1,3,1,3,5,C,16.852133358227416,3.629746072610651,A,0,C,1,0,5,0,5,2,A,69.1622222778008,55.23638924387048,B,0,D,Нет
0,0,4,0,2,3,C,29.900897001577853,86.39340830480428,D,1,D,0,0,5,1,1,4,D,11.650723513899418,72.43384870646598,A,1,A,Нет
0,1,4,0,5,1,A,91.34473325783306,39.00844525658459,D,0,B,1,0,5,0,4,3,D,79.60324766335293,40.56685986141305,A,0,C,Нет
1,1,3,1,3,3,C,16.87326721369645,87.17292229870692,B,1,B,1,0,4,0,1,3,C,44.615385229605685,29.117058962353227,B,1,C,Нет
0,0,1,0,1,2,D,45.53493389189529,79.17651067583473,D,1,B,0,0,3,1,5,2,A,66.84751273967466,44.231381683525086,D,1,D,Нет
1,0,4,1,2,2,B,33.17009214514315,84.01817396477253,B,0,D,1,1,3,1,5,1,C,3.2730302064400862,85.36284031224119,C,1,D,Нет
0,1,2,1,4,4,C,88.97946481207232,42.392917438280044,B,0,D,1,1,3,0,1,1,C,15.774499574059641,18.346922779359133,D,0,D,Нет
0,1,5,0,4,5,B,69.41427345132008,52.95450201905457,D,0,C,1,0,5,1,3,3,C,40.144793017703805,3.4592568109724664,A,0,D,Нет
1,1,1,1,5,1,B,2.674905321068266,59.84412739123337,A,0,D,1,0,4,0,2,3,D,98.96839986048428,25.548329898322507,C,0,C,Нет
0,1,1,0,5,2,A,59.31483785557443,7.473844589120315,D,1,B,1,1,1,1,1,5,B,98.91419727355051,91.66130385975178,D,1,C,Нет
0,0,2,1,5,3,C,82.0646261462297,15.5938701805314,A,1,C,0,0,4,1,2,3,C,40.58217466733627,81.18363922401272,D,1,B,Да
0,0,2,1,1,1,D,93.75318086524148,57.54003386799407,B,1,A,1,0,3,1,2,2,B,26.1360751700071,64.06195602393117,B,0,A,Нет
0,0,2,0,4,5,C,67.20439918348775,57.894986463949415,D,1,C,0,0,4,0,1,5,A,61.59895526778673,62.55424848973264,B,1,C,Да
1,1,5,0,2,4,D,76.81598297391965,67.15982166565017,C,1,C,1,1,2,0,4,4,B,53.53760969686304,65.68016478458432,B,1,D,Нет
1,0,3,0,1,2,A,35.83020504856202,50.42381866014194,D,0,A,1,1,1,0,1,4,C,77.99917155024384,23.195560753170565,B,0,B,Нет
0,1,4,0,5,1,C,88.2107280396692,64.31123248633236,A,0,B,0,1,3,1,5,1,C,62.55311735177944,29.5440684442031,B,0,A,Да
0,1,3,1,4,1,C,62.390314512517364,12.427656708136492,A,0,B,0,0,1,0,3,5,A,81.64806095524136,71.407747093969,A,0,C,Нет
1,1,4,1,1,5,A,49.42224843456351,93.55089561089578,C,0,C,0,1,2,0,4,3,D,78.2849580544129,25.955226500512886,D,0,A,Нет
1,1,3,1,5,2,A,28.5380103109639,81.05087773295008,C,1,D,0,0,4,0,4,3,C,66.444800187171,53.15697055738908,A,1,A,Нет
1,1,5,1,5,1,D,99.57935179476837,39.71785313400679,C,1,D,0,0,2,1,5,3,C,53.83475912337873,42.009441812160254,C,0,C,Нет
0,1,3,1,4,5,A,0.1892412393313614,45.34290775014445,C,1,D,1,1,3,1,4,5,B,57.12965364537096,49.61544005406352,A,0,D,Да
0,0,1,1,1,1,D,92.63669702249871,55.968208994335825,B,0,D,1,0,1,0,4,2,D,10.634290982438499,5.056125539764977,C,1,D,Нет
1,0,2,1,3,3,C,30.401715964244392,96.67093392079204,C,1,D,1,0,4,0,2,1,C,90.38422658018422,88.07492748870126,B,1,B,Нет
1,1,4,1,3,1,A,5.655062424687474,54.03294178653423,A,0,C,0,0,3,0,2,4,D,3.620879915928066,20.035999256475524,C,1,D,Нет
1,1,2,0,3,5,A,72.81138957022807,55.629584511833144,A,0,C,0,0,5,1,5,3,B,13.662500766536423,40.01409284714094,A,0,B,Нет
0,1,1,1,2,3,B,8.140433451993612,21.705095250760785,B,0,A,1,0,2,0,4,3,B,95.91666802579584,34.22068308244869,C,1,D,Нет
1,1,4,0,2,2,D,93.22919917030184,16.469121501797236,D,0,C,0,0,5,0,1,3,A,23.082758008078798,86.6807351964824,C,1,B,Нет
1,1,3,0,5,4,D,14.851735104942144,39.55551219606074,B,0,A,1,0,4,1,3,4,C,63.191200486136786,33.52308643788092,B,1,D,Нет
0,1,2,0,5,2,B,51.54248179849928,56.09701289007176,B,1,A,0,0,4,1,2,1,B,6.037818181674403,52.407886457279496,A,0,C,Нет
0,0,4,1,1,4,B,83.91862871050839,35.73774874711012,C,1,C,0,1,2,1,3,4,D,17.789225919378715,84.22572736473654,C,1,B,Нет
0,0,4,1,2,2,B,30.84200355064619,77.4383094125396,B,0,C,1,0,2,0,3,3,B,16.175113292254473,34.29571587492892,C,1,B,Нет
0,1,5,0,4,1,A,3.3716672811714865,37.43981090996715,D,1,C,1,1,4,1,5,2,C,72.10524018407033,18.891279896887024,C,0,D,Нет
1,0,5,1,3,5,D,11.610986200678486,81.01795701393064,D,0,D,0,0,1,0,4,2,D,40.47472850463144,54.86695415440182,A,1,D,Нет
0,0,5,0,5,5,A,77.94116045642632,30.135968790867096,B,0,D,0,0,4,1,3,3,A,71.8552311357075,8.346930300260835,C,1,C,Нет
0,1,1,1,3,3,C,48.833730335707195,47.72932425235859,D,0,D,0,1,5,0,4,2,B,52.24279356850846,90.58898448346707,C,0,C,Нет
0,1,3,0,4,2,A,16.40342059657186,18.614484237382843,C,0,A,1,0,5,1,2,2,D,60.288703381688535,38.235916360379164,D,1,B,Нет
0,1,5,1,5,2,D,2.889905922241376,98.28252842141046,D,1,D,0,0,4,0,3,1,D,12.174660256563396,28.82813664231596,D,0,C,Нет
1,1,3,0,4,4,C,90.36795760360043,58.65383830632932,A,0,D,1,0,1,1,3,3,B,63.85789342879371,75.11867837181944,D,0,B,Нет
0,0,4,0,3,1,D,15.952846654194786,16.283227968372692,C,0,C,1,0,5,0,1,5,D,42.49088802479359,7.165674270873701,B,1,D,Нет
0,0,5,0,4,4,A,36.676179137257655,20.657137248001955,B,1,A,0,0,5,1,4,1,C,69.40883299550298,18.11113564313591,C,1,B,Нет
1,0,4,1,1,2,A,83.1578718339525,5.667017438319732,A,0,C,1,0,1,0,1,3,A,23.047974717415443,49.69920547475867,C,1,A,Нет
0,1,5,1,1,5,D,58.85575469902591,25.587770016047195,D,1,C,0,0,2,0,4,3,B,10.479945655088507,66.98030345468081,B,1,B,Нет
1,0,4,1,1,5,D,37.135632498668116,21.97939734428719,B,1,D,0,0,5,1,1,4,A,49.71270172481702,23.26977564079463,B,1,D,Да
0,0,5,1,3,1,C,74.36482298879591,58.91102918796247,A,1,B,0,0,2,0,5,1,B,86.71206237641533,20.369250092264977,B,0,D,Нет
1,0,1,0,5,4,D,31.761496593454154,5.4856655174197355,B,0,C,0,1,5,0,5,3,D,91.184310315618,6.467304210492452,C,1,B,Нет
1,0,5,0,3,3,B,2.778480031716546,16.19120065008096,A,0,B,0,0,2,1,5,3,B,32.2568134535442,10.330796965706856,D,0,C,Нет
1,0,3,1,2,1,A,22.57594521209374,42.28251903108837,A,0,D,1,1,5,1,3,3,A,84.21596962796521,33.89884069272194,D,1,A,Нет
1,0,4,1,3,1,B,79.18144553375659,92.1998132580534,A,1,C,1,1,2,1,5,5,B,87.19069259913888,5.814869002509926,D,1,B,Нет
0,1,3,1,4,1,C,10.999805071114588,61.42823381484918,B,1,C,0,1,2,0,2,3,A,56.777573491170806,96.93001916820167,B,0,C,Нет
1,1,4,0,3,5,B,27.857538411435446,96.79813273662461,D,1,C,1,0,4,1,1,4,A,52.960401194464765,61.097682951291354,C,1,D,Нет
1,0,2,0,4,5,B,3.411772477974906,21.193690660715536,C,0,A,1,0,5,0,2,3,A,34.57478599648181,24.450748540825472,C,0,C,Нет
1,1,1,0,3,4,D,6.71062809033689,24.41658763243496,D,0,C,1,1,2,0,3,2,D,22.04011470719657,45.76385196380299,D,0,B,Да
1,0,3,0,1,2,B,94.10524564316599,28.35144967559876,B,1,B,0,1,3,1,2,3,B,77.18839532985822,92.57580725088859,D,1,A,Нет
0,0,3,1,1,5,A,49.29517963001733,72.27644333492412,C,0,B,1,1,2,1,5,2,B,92.01499093734368,19.537836316727773,D,0,A,Нет
1,1,3,0,3,4,D,57.236995370240166,90.26672985901861,A,0,B,0,0,4,0,3,4,C,9.181122056779001,66.35487793639328,B,1,D,Нет
1,1,4,0,3,5,D,65.47079030509582,86.30567912235391,A,1,A,1,1,3,0,1,4,B,75.96709770123557,3.598871580362384,D,0,D,Нет
